No.,Jenis Perkara,Usia Penggugat,Usia Tergugat,Pendidikan Terakhir Penggugat,Pendidikan Terakhir Tergugat,Pekerjaan Penggugat,Pekerjaan tergugat,Usia Pernikahan,jumlah anak,Alasan Perceraian,Hasil putusan perkara
3810,CG,24,30,SMA,SD,Penjual Pakaian,Tukang Cukur,7,2,Mabuk,Cerai
3811,CG,25,31,S1,SMA,Honorer,t.a,1,0,Perselisihan dan pertengkaran terus menerus,Cerai
3812,CG,34,38,SMA,SMP,Honorer,Buruh Harian,13,1,Perselisihan dan pertengkaran terus menerus,Cerai
3813,CG,48,50,D3,SMA,Penjual Online,Buruh Bangunan,21,1,Meninggalkan Salah Satu Pihak,Cerai
3814,CG,31,42,SMP,SD,t.a,Petani,12,4,Perselisihan dan pertengkaran terus menerus,Cerai
3815,CG,20,29,SMA,SMA,t.a,Karyawan,1,0,Perselisihan dan pertengkaran terus menerus,Cerai
3816,CG,40,38,SMA,SMA,Pengusaha,Karyawan,14,2,Meninggalkan Salah Satu Pihak,Cerai
3817,CG,22,35,S1,SMA,Admin CV,Counter HP,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
3818,CT,42,39,SMA,SMA,Security,Sales,4,1,Perselisihan dan pertengkaran terus menerus,Cerai
3819,CG,27,32,SMA,SD,t.a,Buruh Harian,5,1,Meninggalkan Salah Satu Pihak,Cerai
3820,CG,34,33,S1,SLTA,Honorer,Petani,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
3821,CT,35,26,SLTA,S1,Pegawai Swasta,t.a,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
3822,CT,46,37,SMA,SMA,TNI,t.a,18,4,Perselisihan dan pertengkaran terus menerus,Cerai
3823,CG,24,44,SD,SD,t.a,Petani,25,4,Meninggalkan Salah Satu Pihak,Cerai
3824,CG,49,51,SD,SMA,t.a,Penjual Tiket Bandara,28,3,Meninggalkan Salah Satu Pihak,Cerai
3825,CG,34,33,S1,SLTA,Honorer,Teknisi,7,4,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3826,CG,23,38,SMP,SD,Penjual Barang Campuran,Penjual Ikan,6,2,Meninggalkan Salah Satu Pihak,Cerai
3827,CT,38,40,SD,SMA,Petani,t.a,16,3,Perselisihan dan pertengkaran terus menerus,Cerai
3828,CT,46,41,S2,D3,PNS,t.a,19,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3829,CG,43,48,SD,SD,t.a,Petani,27,2,Perselisihan dan pertengkaran terus menerus,Cerai
3830,CG,24,24,SLTP,SLTA,Penjual Kue,Tukang Ojek,7,3,Perselisihan dan pertengkaran terus menerus,Cerai
3831,CG,50,46,SMA,SMA,t.a,Toko  Variasi  Mobil,24,3,Perselisihan dan pertengkaran terus menerus,Cerai
3832,CG,45,45,SMA,SMA,Penjual Online,Supir,6,1,Meninggalkan Salah Satu Pihak,Cerai
3833,CG,39,42,SD,SD,t.a,Petani,23,0,Perselisihan dan pertengkaran terus menerus,Cerai
3834,CG,27,35,SMP,SD,t.a,Penjual Ikan,11,2,Meninggalkan Salah Satu Pihak,Cerai
3835,CG,41,44,SD,SD,t.a,Petani,23,4,Perselisihan dan pertengkaran terus menerus,Cerai
3836,CG,23,31,SD,SD,t.a,Buruh Bangunan,3,0,Perselisihan dan pertengkaran terus menerus,Cerai
3837,CG,30,30,S1,SMK,Honorer,Karyawan,6,1,Perselisihan dan pertengkaran terus menerus,Cerai
3838,CT,39,38,SMP,SD,Buruh Harian,t.a,18,2,Meninggalkan Salah Satu Pihak,Cerai
3839,CT,42,19,SMP,SMA,Penjual,t.a,3,0,Meninggalkan Salah Satu Pihak,Cerai
3840,CG,33,33,SMA,SMA,t.a,Supir,2,0,Meninggalkan Salah Satu Pihak,Cerai
3841,CG,22,30,SLTA,S1,t.a,Honorer,3,0,Meninggalkan Salah Satu Pihak,Cerai
3842,CG,21,20,SMP,SMP,t.a,t.a,4,1,Perselisihan dan pertengkaran terus menerus,Cerai
3843,CT,26,23,SMA,SMP,t.a,t.a,3,0,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3844,CT,48,40,SMA,SMP,Buruh Harian,t.a,24,2,Meninggalkan Salah Satu Pihak,Cerai
3845,CT,33,27,D3,SLTA,Karyawan,t.a,8,2,Perselisihan dan pertengkaran terus menerus,Cerai
3846,CT,52,49,SMA,SMA,Karyawan PT,t.a,28,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3847,CG,35,45,SD,SMA,t.a,Kontraktor,12,0,Meninggalkan Salah Satu Pihak,Cerai
3848,CG,27,34,SMK,SMP,t.a,Buruh Harian,5,2,Perselisihan dan pertengkaran terus menerus,Cerai
3849,CT,39,40,SMK,SMA,Karyawan,t.a,18,2,Meninggalkan Salah Satu Pihak,Cerai
3850,CG,36,42,D3,D3,Honorer,Pelaut,11,2,Perselisihan dan pertengkaran terus menerus,Cerai
3851,CG,61,75,S2,STM,Pensiunan,Pensiunan,41,5,Meninggalkan Salah Satu Pihak,Cerai
3852,CT,27,27,SMA,SMA,Karyawan,SMP,4,1,Meninggalkan Salah Satu Pihak,Cerai
3853,CG,32,30,SD,SMP,Penjahit Pakaian,Buruh Harian,11,2,Meninggalkan Salah Satu Pihak,Cerai
3854,CG,28,38,SMP,SD,t.a,Petani,3,1,Meninggalkan Salah Satu Pihak,Cerai
3855,CG,29,41,SD,SMP,t.a,Ojek Online,13,3,Meninggalkan Salah Satu Pihak,Cerai
3856,CG,24,29,SD,SD,Karyawan,Penjual Ikan,6,1,Perselisihan dan pertengkaran terus menerus,Cerai
3857,CT,28,23,S1,SLTA,Pengusaha,Pengusaha,5,0,Perselisihan dan pertengkaran terus menerus,Cerai
3858,CG,26,33,SLTA,SLTA,Karyawan,t.a,7,2,Murtad,Cerai
3859,CG,21,27,SMP,SD,t.a,Buruh Bangunan,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
3860,CG,49,55,SD,SD,Penjual Kosmetik Keliling,Penjual Ikan,35,6,Perselisihan dan pertengkaran terus menerus,Cerai
3861,CT,35,31,SMA,SMA,Karyawan,t.a,6,0,Mabuk,Tidak Cerai
3862,CG,26,33,S1,S1,t.a,Karyawan,3,0,Perselisihan dan pertengkaran terus menerus,Cerai
3863,CG,26,42,S1,S1,Honorer,Honorer,3,1,Perselisihan dan pertengkaran terus menerus,Cerai
3864,CT,36,40,SMA,S1,Karyawan,Honorer,13,2,Perselisihan dan pertengkaran terus menerus,Cerai
3865,CG,27,29,SLTP,SLTA,t.a,t.a,10,2,Perselisihan dan pertengkaran terus menerus,Cerai
3866,CG,25,27,SD,SD,t.a,Supir,5,2,Perselisihan dan pertengkaran terus menerus,Cerai
3867,CG,37,41,S1,SMA,Honorer,Petani,17,3,Meninggalkan Salah Satu Pihak,Cerai
3868,CT,39,32,SMA,SMP,Karyawan,t.a,12,1,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3869,CT,35,32,SMA,S1,t.a,t.a,9,2,Perselisihan dan pertengkaran terus menerus,Cerai
3870,CG,46,42,SD,SD,t.a,Karyawan,29,2,Perselisihan dan pertengkaran terus menerus,Cerai
3871,CG,35,42,SLTP,S1,t.a,Karyawan,10,1,Meninggalkan Salah Satu Pihak,Cerai
3872,CG,23,25,SMA,SMA,t.a,Karyawan,2,0,Meninggalkan Salah Satu Pihak,Cerai
3873,CT,31,32,SMA,SMA,Karyawan,PNS,9,0,Meninggalkan Salah Satu Pihak,Cerai
3874,CT,42,44,SD,SD,Buruh Tani,t.a,19,2,Perselisihan dan pertengkaran terus menerus,Cerai
3875,CG,37,35,SD,SD,t.a,Petani,16,2,Perselisihan dan pertengkaran terus menerus,Cerai
3876,CT,32,20,SMA,SD,Karyawan,t.a,7,0,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3877,CG,23,26,SMA,SMA,t.a,Buruh Harian,2,1,Meninggalkan Salah Satu Pihak,Cerai
3878,CG,30,34,SLTA,SD,t.a,Petani,9,0,Perselisihan dan pertengkaran terus menerus,Cerai
3879,CT,28,23,SMK,SMA,Security,t.a,2,1,Perselisihan dan pertengkaran terus menerus,Cerai
3880,CT,34,46,SMA,SMA,Wiraswasta,t.a,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
3881,CT,32,20,S1,SMA,Karyawan,t.a,5,3,Perselisihan dan pertengkaran terus menerus,Cerai
3882,CG,29,29,S1,SLTA,Karyawan,Honorer,5,1,Perselisihan dan pertengkaran terus menerus,Cerai
3883,CG,27,30,SLTA,SLTA,t.a,Karyawan,7,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3884,CG,32,35,SD,SD,t.a,Petani,3,1,Perselisihan dan pertengkaran terus menerus,Cerai
3885,CG,31,34,SD,SD,t.a,Buruh,6,1,Meninggalkan Salah Satu Pihak,Cerai
3886,CG,31,36,SMA,SD,t.a,Buruh Harian,12,2,Perselisihan dan pertengkaran terus menerus,Cerai
3887,CT,28,30,SD,SD,Buruh Harian,Karyawan,6,1,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3888,CG,31,42,SLTP,SLTA,t.a,t.a,12,1,Meninggalkan Salah Satu Pihak,Cerai
3889,CG,44,45,SD,SD,Honorer,Petani,26,3,Meninggalkan Salah Satu Pihak,Cerai
3890,CG,18,24,SD,SMA,t.a,t.a,5,1,Meninggalkan Salah Satu Pihak,Cerai
3891,CG,26,27,S1,SMA,t.a,Nelayan,7,1,Meninggalkan Salah Satu Pihak,Cerai
3892,CG,27,27,SD,SMA,t.a,Operator,4,1,Meninggalkan Salah Satu Pihak,Cerai
3893,CG,31,29,SD,SD,t.a,Buruh Bangunan,8,1,Meninggalkan Salah Satu Pihak,Cerai
3894,CG,23,24,SLTA,SLTA,Sales,Pengusaha,4,1,Meninggalkan Salah Satu Pihak,Cerai
3895,CG,36,42,SMP,SMA,t.a,Pedagang,19,3,Meninggalkan Salah Satu Pihak,Cerai
3896,CG,23,27,SMA,SMA,t.a,t.a,4,1,Meninggalkan Salah Satu Pihak,Cerai
3897,CT,31,27,SMP,SMP,Petani,t.a,10,2,Meninggalkan Salah Satu Pihak,Cerai
3898,CG,31,36,S1,S1,t.a,Karyawan,4,1,Perselisihan dan pertengkaran terus menerus,Cerai
3899,CG,44,50,SD,SD,t.a,Petani,29,3,Meninggalkan Salah Satu Pihak,Cerai
3900,CG,25,29,SMP,SD,t.a,Buruh Bangunan,7,2,Meninggalkan Salah Satu Pihak,Cerai
3901,CG,28,31,SMP,SD,t.a,Petani,10,1,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3902,CG,52,39,S1,SD,Pedagang Pasar Keliling,t.a,12,0,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3903,CG,47,47,SD,SD,t.a,Pedagang Keliling,2,0,Meninggalkan Salah Satu Pihak,Cerai
3904,CG,21,39,SMP,SMP,t.a,Buruh Bangunan,6,1,Perselisihan dan pertengkaran terus menerus,Cerai
3905,CG,35,38,SMA,SMA,t.a,Buruh Harian,8,2,Meninggalkan Salah Satu Pihak,Cerai
3906,CG,28,33,SMA,SMA,t.a,Security,4,1,Meninggalkan Salah Satu Pihak,Cerai
3907,CT,33,36,S1,S1,Honorer,Honorer,10,3,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3908,CT,40,34,SLTP,SLTP,Wiraswasta,t.a,14,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3909,CG,34,41,SLTP,SLTP,t.a,Wiraswasta,11,2,Perselisihan dan pertengkaran terus menerus,Cerai
3910,CG,34,32,SD,SD,t.a,Petani,13,3,Perselisihan dan pertengkaran terus menerus,Cerai
3911,CG,39,51,SMA,S1,t.a,Karyawan,18,3,Perselisihan dan pertengkaran terus menerus,Cerai
3912,CG,32,45,SD,SD,t.a,Buruh Harian,15,2,Meninggalkan Salah Satu Pihak,Cerai
3913,CG,51,57,SMP,SD,Penjual Barang Campuran,Buruh Harian,6,0,Meninggalkan Salah Satu Pihak,Cerai
3914,CG,35,33,SMA,SD,t.a,Supir,11,2,Perselisihan dan pertengkaran terus menerus,Cerai
3915,CT,47,37,SMA,SMP,Pengrajin Meubel,Pengrajin Meubel,22,2,Perselisihan dan pertengkaran terus menerus,Cerai
3916,CT,32,29,SD,SMA,Petani,t.a,7,1,Perselisihan dan pertengkaran terus menerus,Cerai
3917,CG,44,47,S1,S1,Karyawan,PNS,19,1,Perselisihan dan pertengkaran terus menerus,Cerai
3918,CG,42,34,SMA,S1,Penjahit Kain,Karyawan,2,1,Perselisihan dan pertengkaran terus menerus,Cerai
3919,CG,56,58,SD,SD,t.a,Petani,1,0,Ekonomi,Cerai
3920,CT,35,31,SMA,SMA,Pedagang Keliling,t.a,8,2,Perselisihan dan pertengkaran terus menerus,Cerai
3921,CT,29,22,SD,SD,Cleaning Service,t.a,6,1,Perselisihan dan pertengkaran terus menerus,Cerai
3922,CG,26,34,SMA,SMA,t.a,t.a,3,0,Perselisihan dan pertengkaran terus menerus,Cerai
3923,CG,23,29,SD,SD,t.a,Buruh Bangunan,8,2,Perselisihan dan pertengkaran terus menerus,Cerai
3924,CT,32,23,SMA,S1,Buruh Bangunan,Operator Sekolah,6,1,Perselisihan dan pertengkaran terus menerus,Cerai
3925,CG,24,27,SMA,SMA,Karyawan,Buruh Harian,8,2,Meninggalkan Salah Satu Pihak,Cerai
3926,CG,34,44,SMP,SD,Cleaning Service,Buruh Harian,1,0,Perselisihan dan pertengkaran terus menerus,Cerai
3927,CT,65,67,S1,S1,Pensiunan,Pensiunan,32,0,Perselisihan dan pertengkaran terus menerus,Cerai
3928,CT,57,49,SD,SD,Supir,t.a,26,2,Meninggalkan Salah Satu Pihak,Cerai
3929,CG,25,27,SD,SD,t.a,Supir,5,2,Perselisihan dan pertengkaran terus menerus,Cerai
3930,CG,27,33,SMA,SMA,Karyawan,t.a,8,1,Meninggalkan Salah Satu Pihak,Cerai
3931,CT,40,35,S1,SD,Honorer,t.a,13,0,Meninggalkan Salah Satu Pihak,Cerai
3932,CG,41,37,SMA,SMA,t.a,Buruh Harian,1,0,Meninggalkan Salah Satu Pihak,Cerai
3933,CG,30,29,SD,SMA,t.a,Karyawan,9,1,Meninggalkan Salah Satu Pihak,Cerai
3934,CG,28,47,SMP,SD,t.a,Pedagang,10,2,Meninggalkan Salah Satu Pihak,Cerai
3935,CT,35,41,SD,SD,Public Work,t.a,4,2,Meninggalkan Salah Satu Pihak,Cerai
3936,CT,26,23,SMA,SMP,t.a,t.a,3,0,Meninggalkan Salah Satu Pihak,Cerai
3937,CG,39,46,SMA,SD,t.a,t.a,14,2,Perselisihan dan pertengkaran terus menerus,Cerai
3938,CG,30,39,SD,SD,t.a,Penjual Ikan,10,1,Meninggalkan Salah Satu Pihak,Cerai
3939,CT,48,51,SMA,SMA,Wiraswasta,Honorer,24,1,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3940,CG,20,23,SMA,SMA,Karyawan,Karyawan,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
3941,CG,22,28,SMP,SD,Karyawan,Nelayan,6,0,Perselisihan dan pertengkaran terus menerus,Cerai
3942,CG,35,41,SD,SD,t.a,Nelayan,9,3,Meninggalkan Salah Satu Pihak,Cerai
3943,CG,27,30,SLTA,SLTA,t.a,Mekanik,7,2,Perselisihan dan pertengkaran terus menerus,Cerai
3944,CG,22,31,SMA,SD,Karyawan,Karyawan,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
3945,CG,26,30,S1,SLTA,Honorer,Distributor,1,0,Perselisihan dan pertengkaran terus menerus,Cerai
3946,CT,37,30,SLTA,SLTA,Karyawan,t.a,11,1,Ekonomi,Cerai
3947,CG,30,35,SMK,SMA,Karyawan,Security,10,2,Perselisihan dan pertengkaran terus menerus,Cerai
3948,CG,39,40,SMP,SMP,t.a,Supir,11,1,Perselisihan dan pertengkaran terus menerus,Cerai
3949,CG,28,31,SMP,SD,Karyawan,Pengusaha,10,2,Meninggalkan Salah Satu Pihak,Cerai
3950,CG,36,37,S1,SD,Honorer,Nelayan,13,3,Meninggalkan Salah Satu Pihak,Cerai
3951,CT,40,40,SMA,S2,PNS,PNS,15,4,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3952,CG,25,35,SMP,SMA,t.a,Buruh Harian,3,0,Meninggalkan Salah Satu Pihak,Cerai
3953,CT,41,40,SMA,SMP,t.a,Pedagang,16,2,Meninggalkan Salah Satu Pihak,Cerai
3954,CG,26,34,SD,S1,t.a,Supir,4,0,Perselisihan dan pertengkaran terus menerus,Cerai
3955,CG,37,44,SMP,SMA,Penjual Bakso,Penjual Bakso,13,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3956,CG,30,37,SD,SMA,Karyawan,t.a,11,2,Meninggalkan Salah Satu Pihak,Cerai
3957,CG,46,42,SD,SD,t.a,Buruh Harian,15,1,Meninggalkan Salah Satu Pihak,Cerai
3958,CG,49,60,S1,SD,Honorer,t.a,29,1,Perselisihan dan pertengkaran terus menerus,Cerai
3959,CG,34,39,SMA,SMK,t.a,Pedagang Bakso,8,1,Perselisihan dan pertengkaran terus menerus,Cerai
3960,CG,25,36,SMP,SMP,Karyawan,Buruh Harian,8,2,Meninggalkan Salah Satu Pihak,Cerai
3961,CG,25,36,SLTP,SLTA,Karyawan,PNS,1,0,Perselisihan dan pertengkaran terus menerus,Cerai
3962,CG,49,55,SMA,SMA,t.a,Petani,29,4,Perselisihan dan pertengkaran terus menerus,Cerai
3963,CG,23,30,SMP,SD,t.a,Karyawan,6,2,Perselisihan dan pertengkaran terus menerus,Cerai
3964,CT,31,42,SMA,SMP,Honorer,t.a,9,2,Perselisihan dan pertengkaran terus menerus,Cerai
3965,CG,51,53,S1,S1,Pemilik Toko Elektronik,Pemilik Elektronik,28,6,Perselisihan dan pertengkaran terus menerus,Cerai
3966,CG,40,41,S1,SMA,t.a,Honorer,2,1,Meninggalkan Salah Satu Pihak,Cerai
3967,CT,30,29,SMA,D3,t.a,Perawat,5,1,Meninggalkan Salah Satu Pihak,Cerai
3968,CG,26,31,SMP,SMA,t.a,Buruh Bangunan,7,1,Perselisihan dan pertengkaran terus menerus,Cerai
3969,CT,46,40,S1,SMA,Terapis,Karyawan,4,0,Perselisihan dan pertengkaran terus menerus,Cerai
3970,CG,34,34,SMP,SMP,t.a,Buruh Harian,13,3,Meninggalkan Salah Satu Pihak,Cerai
3971,CG,25,32,SMA,SMA,Karyawan,Supir,7,2,Perselisihan dan pertengkaran terus menerus,Cerai
3972,CG,37,42,SD,SD,t.a,Petani,22,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3973,CG,29,34,SD,SD,t.a,Petani,12,1,Meninggalkan Salah Satu Pihak,Cerai
3974,CG,24,30,SD,SD,t.a,t.a,7,1,Meninggalkan Salah Satu Pihak,Cerai
3975,CG,24,31,SMA,SD,Tukang Jahit,Nelayan,4,1,Perselisihan dan pertengkaran terus menerus,Cerai
3976,CG,47,41,SMP,SMP,Pedagang,Supir,18,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3977,CG,25,31,SMK,SD,Karyawan,t.a,6,0,Meninggalkan Salah Satu Pihak,Cerai
3978,CG,30,46,S1,SMA,Honorer,Honorer,5,1,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3979,CG,46,45,SD,SD,t.a,Pedagang Bakso,3,0,Perselisihan dan pertengkaran terus menerus,Cerai
3980,CG,27,31,SMA,SMA,t.a,Supir,4,1,Perselisihan dan pertengkaran terus menerus,Cerai
3981,CG,28,27,SMA,SD,t.a,Karyawan,2,1,Perselisihan dan pertengkaran terus menerus,Cerai
3982,CG,26,33,SD,SD,t.a,Petani,6,2,Perselisihan dan pertengkaran terus menerus,Cerai
3983,CT,34,20,SMA,SD,Karyawan,t.a,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
3984,CG,22,34,SLTA,SD,Karyawan,Petani,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
3985,CG,32,31,SD,SD,Buruh Harian,t.a,3,0,Meninggalkan Salah Satu Pihak,Cerai
3986,CT,37,32,SMA,SD,Koki Hotel,t.a,13,2,Meninggalkan Salah Satu Pihak,Cerai
3987,CT,47,44,SMA,SMA,Polri,t.a,21,2,Meninggalkan Salah Satu Pihak,Cerai
3988,CG,39,40,SLTA,SLTA,t.a,TNI,11,2,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3989,CT,20,22,D3,D3,Wiraswasta,t.a,1,1,Perselisihan dan pertengkaran terus menerus,Cerai
3990,CT,38,37,SLTA,SLTA,PNS,Karyawan,18,2,Perselisihan dan pertengkaran terus menerus,Cerai
3991,CG,41,42,S1,SMP,PNS,t.a,15,3,Perselisihan dan pertengkaran terus menerus,Cerai
3992,CG,21,22,SMA,SMA,t.a,Peternak Ayam,2,1,Perselisihan dan pertengkaran terus menerus,Cerai
3993,CG,20,26,SMA,SMA,t.a,Karyawan,5 Bulan,0,Perselisihan dan pertengkaran terus menerus,Cerai
3994,CG,35,52,SMP,SD,t.a,Nelayan,9,0,Meninggalkan Salah Satu Pihak,Cerai
3995,CG,19,34,SD,SD,t.a,Karyawan,1,0,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
3996,CT,28,29,SMA,SMA,Karyawan,Karyawan,3,0,Meninggalkan Salah Satu Pihak,Cerai
3997,CG,40,48,SD,SD,Karyawan,t.a,12,1,Perselisihan dan pertengkaran terus menerus,Cerai
3998,CT,27,26,SLTA,SLTA,POLRI,POLRI,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
3999,CG,19,26,SMA,SMA,Pengusaha,t.a,1 Bulan,0,Perselisihan dan pertengkaran terus menerus,Cerai
4000,CT,26,21,SD,SMA,Buruh Bangunan,t.a,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
4001,CG,20,21,SD,SD,t.a,Petani,2,0,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
4002,CT,26,25,SMA,S1,Pedagang Ikan,t.a,1,0,Perselisihan dan pertengkaran terus menerus,Cerai
4003,CG,47,45,SMA,STM,Karyawan,t.a,20,1,Meninggalkan Salah Satu Pihak,Cerai
4004,CG,56,72,SMA,SD,t.a,Petani,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
4005,CG,55,57,SD,t.a,t.a,Supir,39,6,Meninggalkan Salah Satu Pihak,Cerai
4006,CG,28,31,SMP,SD,t.a,Petani,10,1,Meninggalkan Salah Satu Pihak,Cerai
4007,CG,47,41,SMP,SMP,Pedagang,t.a,18,2,Meninggalkan Salah Satu Pihak,Cerai
4008,CG,41,38,SD,SD,t.a,Buruh Bangunan,9,1,Perselisihan dan pertengkaran terus menerus,Cerai
4009,CT,39,30,S2,SMA,Penjual Kayu,Penjual Bahan Bangunan,15,2,Perselisihan dan pertengkaran terus menerus,Cerai
4010,CT,39,20,S1,SMA,POLRI,TNI,3,0,Meninggalkan Salah Satu Pihak,Cerai
4011,CT,30,32,SMP,SD,Karyawan,Peternak Ayam,9,1,Meninggalkan Salah Satu Pihak,Cerai
4012,CG,24,30,SD,SD,Penjual Gorengan,Buruh Bangunan,6,0,Meninggalkan Salah Satu Pihak,Cerai
4013,CG,37,42,SD,SD,t.a,Petani,14,4,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
4014,CG,39,47,SMP,SMP,Karyawan,Nelayan,22,3,Perselisihan dan pertengkaran terus menerus,Cerai
4015,CG,23,29,SMA,SMA,t.a,t.a,3,0,Perselisihan dan pertengkaran terus menerus,Cerai
4016,CG,37,43,SLTA,SLTA,t.a,t.a,14,2,Meninggalkan Salah Satu Pihak,Cerai
4017,CG,50,57,S1,S1,PNS,Pengusaha,21,2,Perselisihan dan pertengkaran terus menerus,Cerai
4018,CG,26,27,SD,SD,t.a,Buruh Bangunan,8,1,Meninggalkan Salah Satu Pihak,Cerai
4019,CT,39,35,SMP,SMA,Penjual,t.a,11,0,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
4020,CG,20,23,SMA,SMP,t.a,Karyawan,3,1,Perselisihan dan pertengkaran terus menerus,Cerai
4021,CG,36,28,SD,SD,t.a,Penjual Barang Campuran,2,0,Perselisihan dan pertengkaran terus menerus,Cerai
4022,CG,30,41,SMK,SMK,t.a,Petani,11,2,Perselisihan dan pertengkaran terus menerus,Cerai
4023,CG,39,54,SD,SD,t.a,Petani,17,3,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
4024,CG,27,29,S1,SMA,Karyawan,Honorer,1,1,Perselisihan dan pertengkaran terus menerus,Cerai
4025,CG,30,46,S1,SLTA,Honorer,t.a,5,1,Meninggalkan Salah Satu Pihak,Cerai
4026,CG,24,47,SMP,SD,Karyawan,Nelayan,7,1,Meninggalkan Salah Satu Pihak,Cerai
4027,CT,27,25,SMA,SD,Karyawan ,t.a,5,1,Perselisihan dan pertengkaran terus menerus,Cerai
4028,CG,34,40,SMA,SMA,t.a,POLRI,13,1,Perselisihan dan pertengkaran terus menerus,Cerai
4029,CT,43,32,SMA,SD,Supir,t.a,17,3,Perselisihan dan pertengkaran terus menerus,Cerai
4030,CG,28,34,SMP,SMP,t.a,Petani,10,2,Perselisihan dan pertengkaran terus menerus,Cerai
4031,CT,30,28,S1,D3,Karyawan ,Karyawan,4,2,Perselisihan dan pertengkaran terus menerus,Cerai
4032,CG,35,33,SMA,SMA,Penjual Barang Campuran,t.a,10,2,Perselisihan dan pertengkaran terus menerus,Cerai
4033,CG,35,43,SMA,SMA,t.a,Security,19,3,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
4034,CT,32,32,SMA,SMA,Petani,t.a,9,2,Perselisihan dan pertengkaran terus menerus,Cerai
4035,CT,58,52,SD,SD,Petani,t.a,2,0,Meninggalkan Salah Satu Pihak,Cerai
4036,CG,27,28,D3,SMA,t.a,Security,1,0,Perselisihan dan pertengkaran terus menerus,Cerai
4037,CG,30,29,SMA,SD,Karyawan,Supir,5,0,Meninggalkan Salah Satu Pihak,Cerai
4038,CG,28,30,SMP,SMA,t.a,Supir,5,0,Meninggalkan Salah Satu Pihak,Cerai
4039,CT,30,32,SMA,SMA,Karyawan,t.a,2,0,Meninggalkan Salah Satu Pihak,Cerai
4040,CG,35,27,SD,SD,Pengusaha,Petani,13,1,Meninggalkan Salah Satu Pihak,Cerai
4041,CG,52,54,SMA,SMA,Honorer,t.a,30,4,Meninggalkan Salah Satu Pihak,Cerai
4042,CG,37,42,SD,SD,t.a,Petani,22,2,Perselisihan dan pertengkaran terus menerus,Cerai
4043,CG,41,39,SMA,SMA,t.a,t.a,19,4,Perselisihan dan pertengkaran terus menerus,Cerai
4044,CG,42,45,SMA,SMK,t.a,Arsitek,17,4,Perselisihan dan pertengkaran terus menerus,Tidak Cerai
4045,CG,42,44,SMA,SMA,t.a,Pedagang Aksesoris Keliling,14,4,Perselisihan dan pertengkaran terus menerus,Cerai
4046,CG,32,36,SMP,SMA,t.a,Buruh Harian,4,0,Perselisihan dan pertengkaran terus menerus,Cerai
4047,CG,23,25,SMK,SD,SPG,t.a,2,1,Perselisihan dan pertengkaran terus menerus,Cerai
